Vulnerability,Category,Length
"    url_helper.urllib2.urlopen(mox.strcontains(url), mox.ignorearg(),",xsrf,2
you can also put the connection string into a setup.cfg file in the root of the project(the same one setup.py would use) like so:,path_disclosure,24
            csr_state_id=csr_state_logout.csr_state_id,open_redirect,1
"      self.flow.params[""str$id""] = request_handler.request.url        method(request_handler, *args, **kwargs)",xsrf,6
"        fc_ls_map_cmd = ""str$id"" % \            fc_map_id",command_injection,6
"    def filter(self, expression: bool) -> bool:",sql_injection,6
"                    sql = ""str$id"" % (sourcebyinstitution, number)                    sqlite.execute(sql)                sql = ""str$id"" % sourcebyinstitution                sqlite.execute(sql)",sql_injection,13
"    httpresponseredirect,",open_redirect,1
        if len(pids) < num%id:,remote_code_execution,4
"from snakemake.io import protected, temp, temporary, expand, dynamic, glob_wildcards, flag, not_iterable, touch",remote_code_execution,12
min_time_between_updates = timedelta(seconds=num%id),remote_code_execution,3
"        query = ""str$id""",sql_injection,3
"    sql = (""str$id""           ""str$id""           ) % namedialog    return {""str$id"": num%id}    sql = (""str$id""           ""str$id""           ) % dialogid, userid, permission    sql = (""str$id""           ""str$id""           ) % (dialogid, content, userid, section_id)    sql = (""str$id""           ""str$id""           ""str$id""           ) % dialogid    return sql_execute(sql)",sql_injection,39
"    def test_token_getter_setter(self, save_session):",xsrf,3
"	db = mysqldb.connect(host_name, user_name, user_pass, tabl_name)	c.execute(""str$id""""str$id""\""str$id"")	print ""str$id""print (get_player(""str$id""))print ""str$id""",sql_injection,11
"    sql = ""str$id"".format(scene)    res = db.exec(sql)",sql_injection,6
"    conn = db().execute((sql % data), false)",sql_injection,6
"                    (tname, cname, default_value.id, stage[num%id]),",sql_injection,4
"from beamr.interpreters import config, verbatimenv",command_injection,5
import redis,open_redirect,2
        self.proximity_map *= num%id#num%id,path_disclosure,3
"                ""str$id""+account_id+""str$id""+account_name+""str$id""+referrer+""str$id""+str(referrer_rewards_percentage)+""str$id""+lifetime_referrer+""str$id""+str(lifetime_referrer_fee_percentage)+""str$id""        cur.execute(query)",sql_injection,2
"    url_helper.urllib2.urlopen(url, mox.ignorearg(),                               timeout=mox.ignorearg()).andreturn(                                   stringio.stringio(response))",xsrf,4
"        cr.execute(""str$id""""str$id""""str$id"" %(""str$id"".join(map(lambda x: ""str$id"" + str(x) + ""str$id"", j_ids))))        journal_ids = map(lambda x1: x1[num%id], cr.fetchall())",sql_injection,15
"        conn.execute(""str$id"" + i + ""str$id"")",sql_injection,5
"    def __init__(self, webport, local_access=false):",xsrf,4
"          mox.ignorearg(), encoded_data, timeout=mox.ignorearg()).andraise(",xsrf,3
"        if cur.execute(""str$id"" %tag):            cur.execute(""str$id""                    %(""str$id"".join(cols.keys()), ""str$id"".join(cols.values())))",command_injection,6
"    ""str$id"": os.urandom(num%id),     ""str$id"": true}",sql_injection,4
"        show_port_cmd = ""str$id""        show_port_i_cmd = ""str$id""        show_port_i_cmd = ""str$id""",command_injection,9
"        show_host_cmd = ""str$id""        create_host_cmd = (""str$id""                           ""str$id"")        show_host_cmd = ""str$id""",command_injection,10
"    all_users = storage.all(""str$id"").values()    verified_user = none    for user in all_users:        this_fbid = user.text_decrypt(user.fbid)        if fbid == this_fbid:            verified_user = user            break",sql_injection,21
"        self.asserttrue(            self.client.login(username=""str$id"", password=""str$id""))        response = self.client.get(url)",xsrf,6
"query = ""str$id""+str(volume)+""str$id""+str(mcap)+""str$id"" + str(current_supply) + ""str$id"" + str(holders) + ""str$id""cur.execute(query)",sql_injection,11
"        cr.execute(""str$id""""str$id""""str$id"" %(""str$id"".join(map(lambda x: ""str$id"" + str(x) + ""str$id"", j_ids))))        journal_ids = map(lambda x1: x1[num%id], cr.fetchall())",sql_injection,15
"    ""str$id""""extract keywords from the list of strings",remote_code_execution,7
            wait_for_socket_server(addr),remote_code_execution,1
"    db().execute((sql % data), true)    conn = db().execute((sql % data), false)",sql_injection,10
"        send = req.request(""str$id"", ""str$id"" + user_dork + ""str$id"" + str(page))        parser = beautifulsoup(send.data, features=""str$id"")            x = str(input(""str$id""))            print(str(result) + ""str$id"" + ""str$id"" + x + ""str$id"")",xss,26
"        value = u""str$id"".format(value)",sql_injection,3
"        self.cookies.save()        os.chmod(self.cookies.filename, num%id)",xsrf,3
        return [x for x in all_roles if x.name == role_name][num%id],command_injection,10
"        results = get_table_dict(""str$id"")",sql_injection,3
"        fields = [""str$id"", ""str$id"", ""str$id"", ""str$id"",""str$id"",]",open_redirect,6
"                             ""str$id"")",command_injection,1
"                    next=request.args.get(""str$id"", ""str$id"")",xsrf,2
"        if(order[num%id]):            query += ""str$id"" % order[num%id]            query += ""str$id"" % order[num%id]",sql_injection,11
"        if columntype == ""str$id"":            quote = ""str$id""        elif columntype == ""str$id"":            quote = ""str$id""        else:            assert false            quote = ""str$id""        sql += ""str$id""            sql += quote + parentobject.id + quote            sql += quote + str(getattr(documentobject, columnname)) + quote    database.execute(sql)",sql_injection,39
  if analysis.suspected_flake_build_number is none:,xsrf,4
"				opening = get_leave_balance_on(employee.name, leave_type, filters.from_date,					allocation_records_based_on_from_date.get(employee.name, frappe._dict()))",sql_injection,7
"class command(stack.commands.hostargumentprocessor,",command_injection,2
"        cursor.execute(            ""str$id""""str$id""{}""str$id""""str$id"".format(name))",sql_injection,2
"    if subprocess.call(""str$id"" % backdoor, shell=true) != num%id:",command_injection,7
"from jupyter_core.paths import jupyter_data_dirimport subprocesspem_file = os.path.join(jupyter_data_dir(), ""str$id"")c = get_config()c.notebookapp.ip = os.getenv(""str$id"", ""str$id"") or ""str$id""c.notebookapp.port = int(os.getenv(""str$id"", ""str$id"") or num%id)c.notebookapp.open_browser = falseif ""str$id"" in os.environ:    if not os.path.isfile(pem_file):        subprocess.check_call([""str$id"", ""str$id"", ""str$id"",             ""str$id"", ""str$id"", ""str$id"", ""str$id"", ""str$id"", ""str$id"",            ""str$id"", ""str$id"",            ""str$id"", pem_file, ""str$id"", pem_file])    c.notebookapp.certfile = pem_fileif ""str$id"" in os.environ:    from ipython.lib import passwd    c.notebookapp.password = passwd(os.environ[""str$id""])    del os.environ[""str$id""]",xsrf,58
"                self.method, self.resource, self.request_http = self.request_line.split()",path_disclosure,5
"        where login=""str$id"";    ""str$id""' % data",sql_injection,5
            group_exam_ind=num%id,open_redirect,1
"            self.traverse_many(path, none, srcs, tgts, visitor)            self.traverse_one(path, none, self._src_prx, self._tgt_prx,                              visitor)    def traverse_one(self, path, attribute, source, target, visitor):",path_disclosure,17
"    return browser.do_request(aws_base_url + path, args, files)",xsrf,6
